time,open,high,low,close,vol
2021-03-31 10:26:00,58949.5,59014.5,58949.5,59014.0,966032.0
2021-03-31 10:27:00,59014.0,59039.5,59014.0,59039.0,190438.0
2021-03-31 10:28:00,59039.0,59039.5,59039.0,59039.0,8618.0
2021-03-31 10:29:00,59039.0,59039.5,59014.5,59014.5,658117.0
2021-03-31 10:30:00,59014.5,59049.5,59015.0,59049.5,1732242.0
2021-03-31 10:31:00,59049.5,59049.5,59049.0,59049.5,14041.0
2021-03-31 10:32:00,59049.5,59049.5,59049.0,59049.0,300022.0
2021-03-31 10:33:00,59049.0,59049.0,59006.0,59006.0,1363161.0
2021-03-31 10:34:00,59006.0,59006.5,59006.0,59006.5,100459.0
2021-03-31 10:35:00,59006.5,59006.0,58979.5,58979.5,666936.0
2021-03-31 10:36:00,58979.5,58990.5,58979.5,58983.5,2219019.0
2021-03-31 10:37:00,58983.5,58984.0,58958.0,58958.0,920830.0
2021-03-31 10:38:00,58958.0,58958.0,58957.0,58957.0,85577.0
2021-03-31 10:39:00,58957.0,58962.5,58948.0,58948.5,1101138.0
2021-03-31 10:40:00,58948.5,58948.0,58943.0,58943.0,458448.0
2021-03-31 10:41:00,58943.0,58941.0,58910.0,58910.0,1243683.0
2021-03-31 10:42:00,58910.0,58910.5,58910.0,58910.5,807411.0
2021-03-31 10:43:00,58910.5,58988.0,58910.5,58988.0,2718221.0
2021-03-31 10:44:00,58988.0,58988.0,58987.5,58988.0,25714.0
2021-03-31 10:45:00,58988.0,58987.5,58929.0,58929.0,2322854.0
2021-03-31 10:46:00,58929.0,58929.5,58929.0,58929.5,115369.0
2021-03-31 10:47:00,58929.5,58933.0,58929.0,58933.0,582486.0
2021-03-31 10:48:00,58933.0,58962.5,58933.0,58962.5,1023672.0
2021-03-31 10:49:00,58962.5,59000.0,58962.0,59000.0,1295175.0
2021-03-31 10:50:00,59000.0,59045.0,58999.5,59028.5,2203839.0
2021-03-31 10:51:00,59028.5,59034.5,59026.0,59034.5,206552.0
2021-03-31 10:52:00,59034.5,59097.0,58990.0,58990.0,4730917.0
2021-03-31 10:53:00,58990.0,58992.0,58937.5,58945.0,3126120.0
2021-03-31 10:54:00,58945.0,58970.5,58945.0,58970.5,1153675.0
2021-03-31 10:55:00,58970.5,58979.0,58971.0,58978.5,186042.0
2021-03-31 10:56:00,58978.5,58979.0,58978.5,58978.5,49290.0
2021-03-31 10:57:00,58978.5,58979.0,58978.5,58978.5,57522.0
2021-03-31 10:58:00,58978.5,58978.5,58952.0,58952.0,495119.0
2021-03-31 10:59:00,58952.0,58952.0,58944.5,58944.5,679527.0
2021-03-31 11:00:00,58944.5,58945.0,58919.0,58919.0,1839042.0
2021-03-31 11:01:00,58919.0,58934.0,58919.0,58933.5,259115.0
2021-03-31 11:02:00,58933.5,58934.0,58904.0,58904.5,1145562.0
2021-03-31 11:03:00,58904.5,58904.5,58888.0,58888.0,1160484.0
2021-03-31 11:04:00,58888.0,58888.5,58840.5,58873.5,2340755.0
2021-03-31 11:05:00,58873.5,58874.0,58845.0,58845.0,1519183.0
2021-03-31 11:06:00,58845.0,58845.5,58845.0,58845.0,82940.0
2021-03-31 11:07:00,58845.0,58845.5,58840.5,58841.0,632257.0
2021-03-31 11:08:00,58841.0,58841.0,58840.5,58841.0,305809.0
2021-03-31 11:09:00,58841.0,58841.0,58807.0,58807.5,1289515.0
2021-03-31 11:10:00,58807.5,58807.5,58779.5,58789.0,1571725.0
2021-03-31 11:11:00,58789.0,58790.0,58789.0,58789.5,47390.0
2021-03-31 11:12:00,58789.5,58790.0,58773.5,58774.0,960581.0
2021-03-31 11:13:00,58774.0,58773.5,58760.0,58764.5,1426600.0
2021-03-31 11:14:00,58764.5,58807.5,58764.5,58806.0,2101430.0
2021-03-31 11:15:00,58806.0,58806.5,58806.0,58806.5,310047.0
2021-03-31 11:16:00,58806.5,58840.0,58806.5,58840.0,1327981.0
2021-03-31 11:17:00,58840.0,58840.0,58824.0,58824.0,1016940.0
2021-03-31 11:18:00,58824.0,58829.0,58824.0,58828.5,448420.0
2021-03-31 11:19:00,58828.5,58829.5,58828.5,58829.5,550975.0
2021-03-31 11:20:00,58829.5,58829.5,58829.0,58829.5,38799.0
2021-03-31 11:21:00,58829.5,58829.5,58829.0,58829.0,1030128.0
2021-03-31 11:22:00,58829.0,58829.5,58829.0,58829.5,11294.0
2021-03-31 11:23:00,58829.5,58829.5,58829.0,58829.0,80084.0
2021-03-31 11:24:00,58829.0,58943.0,58829.0,58924.5,3853761.0
2021-03-31 11:25:00,58924.5,58924.5,58856.5,58857.0,1943591.0
2021-03-31 11:26:00,58857.0,58857.5,58857.0,58857.0,26467.0
2021-03-31 11:27:00,58857.0,58862.0,58857.0,58862.0,276849.0
2021-03-31 11:28:00,58862.0,58866.5,58861.5,58866.0,96417.0
2021-03-31 11:29:00,58866.0,58867.0,58866.0,58867.0,125557.0
2021-03-31 11:30:00,58867.0,58867.0,58841.0,58841.0,1425263.0
2021-03-31 11:31:00,58841.0,58841.0,58840.5,58840.5,151047.0
2021-03-31 11:32:00,58840.5,58875.5,58841.0,58875.5,2116045.0
2021-03-31 11:33:00,58875.5,58882.0,58875.5,58882.0,668454.0
2021-03-31 11:34:00,58882.0,58886.5,58881.5,58886.0,961192.0
2021-03-31 11:35:00,58886.0,58886.5,58879.5,58886.0,570318.0
2021-03-31 11:36:00,58886.0,58891.0,58886.0,58891.0,714317.0
2021-03-31 11:37:00,58891.0,58891.0,58883.0,58883.0,613706.0
2021-03-31 11:38:00,58883.0,58883.5,58824.5,58841.0,2384480.0
2021-03-31 11:39:00,58841.0,58856.0,58840.5,58856.0,1180361.0
2021-03-31 11:40:00,58856.0,58875.5,58858.5,58875.5,605814.0
2021-03-31 11:41:00,58875.5,58882.0,58875.5,58882.0,730835.0
2021-03-31 11:42:00,58882.0,58887.5,58875.0,58875.0,1307433.0
2021-03-31 11:43:00,58875.0,58875.5,58875.0,58875.5,3904.0
2021-03-31 11:44:00,58875.5,58875.5,58823.0,58823.0,1666681.0
2021-03-31 11:45:00,58823.0,58823.0,58823.0,58823.0,138143.0
2021-03-31 11:46:00,58823.0,58823.5,58823.0,58823.0,55541.0
2021-03-31 11:47:00,58823.0,58823.5,58817.0,58817.0,179406.0
2021-03-31 11:48:00,58817.0,58817.0,58801.0,58801.5,459098.0
2021-03-31 11:49:00,58801.5,58801.5,58801.0,58801.0,101966.0
2021-03-31 11:50:00,58801.0,58801.5,58801.0,58801.5,580930.0
2021-03-31 11:51:00,58801.5,58801.0,58756.0,58760.5,2175123.0
2021-03-31 11:52:00,58760.5,58760.5,58740.0,58740.5,1812602.0
2021-03-31 11:53:00,58740.5,58769.5,58744.5,58769.5,732796.0
2021-03-31 11:54:00,58769.5,58769.5,58751.5,58751.5,499933.0
2021-03-31 11:55:00,58751.5,58751.5,58714.0,58714.0,2220523.0
2021-03-31 11:56:00,58714.0,58714.5,58714.0,58714.0,136045.0
2021-03-31 11:57:00,58714.0,58714.5,58714.0,58714.5,522301.0
2021-03-31 11:58:00,58714.5,58714.5,58714.0,58714.0,750979.0
2021-03-31 11:59:00,58714.0,58714.5,58704.5,58705.0,904970.0
2021-03-31 12:00:00,58705.0,58704.5,58649.0,58649.5,3056133.0
2021-03-31 12:01:00,58649.5,58648.5,58582.0,58585.0,4305276.0
2021-03-31 12:02:00,58585.0,58650.0,58550.0,58648.5,6472485.0
2021-03-31 12:03:00,58648.5,58644.0,58599.0,58599.5,1571944.0
2021-03-31 12:04:00,58599.5,58599.5,58599.0,58599.5,747819.0
2021-03-31 12:05:00,58599.5,58604.0,58599.0,58604.0,1800350.0
2021-03-31 12:06:00,58604.0,58624.5,58603.5,58624.5,893394.0
2021-03-31 12:07:00,58624.5,58641.5,58624.5,58641.0,908986.0
2021-03-31 12:08:00,58641.0,58646.0,58641.0,58645.5,815552.0
2021-03-31 12:09:00,58645.5,58670.0,58645.5,58669.5,916211.0
2021-03-31 12:10:00,58669.5,58670.0,58669.5,58670.0,131851.0
2021-03-31 12:11:00,58670.0,58669.5,58650.0,58668.0,4359522.0
2021-03-31 12:12:00,58668.0,58700.0,58668.0,58699.5,934189.0
2021-03-31 12:13:00,58699.5,58700.0,58669.5,58669.5,865842.0
2021-03-31 12:14:00,58669.5,58670.0,58669.5,58669.5,4400.0
2021-03-31 12:15:00,58669.5,58670.0,58633.5,58634.0,2173045.0
2021-03-31 12:16:00,58634.0,58634.0,58633.5,58634.0,658567.0
2021-03-31 12:17:00,58634.0,58671.5,58633.5,58668.5,1418674.0
2021-03-31 12:18:00,58668.5,58707.5,58668.0,58707.0,1823466.0
2021-03-31 12:19:00,58707.0,58711.0,58702.5,58702.5,948722.0
2021-03-31 12:20:00,58702.5,58703.0,58702.5,58703.0,377819.0
2021-03-31 12:21:00,58703.0,58737.5,58703.0,58717.5,2697954.0
2021-03-31 12:22:00,58717.5,58718.0,58717.5,58718.0,2783.0
2021-03-31 12:23:00,58718.0,58720.0,58717.5,58720.0,620063.0
2021-03-31 12:24:00,58720.0,58720.0,58719.5,58720.0,85199.0
2021-03-31 12:25:00,58720.0,58720.0,58719.5,58719.5,43721.0
2021-03-31 12:26:00,58719.5,58720.0,58692.5,58692.5,5954182.0
2021-03-31 12:27:00,58692.5,58693.0,58692.5,58692.5,314650.0
2021-03-31 12:28:00,58692.5,58693.0,58664.5,58664.5,759209.0
2021-03-31 12:29:00,58664.5,58663.5,58607.5,58624.5,3730238.0
2021-03-31 12:30:00,58624.5,58625.0,58596.5,58601.0,3262289.0
2021-03-31 12:31:00,58601.0,58648.5,58601.0,58648.0,2214439.0
2021-03-31 12:32:00,58648.0,58648.5,58597.5,58597.5,2816845.0
2021-03-31 12:33:00,58597.5,58599.5,58597.5,58599.5,232053.0
2021-03-31 12:34:00,58599.5,58612.0,58599.0,58612.0,1197208.0
2021-03-31 12:35:00,58612.0,58633.5,58599.0,58599.0,744836.0
2021-03-31 12:36:00,58599.0,58599.5,58597.5,58597.5,3521173.0
2021-03-31 12:37:00,58597.5,58597.5,58570.0,58594.5,1068803.0
2021-03-31 12:38:00,58594.5,58595.0,58594.5,58594.5,43174.0
2021-03-31 12:39:00,58594.5,58595.0,58587.5,58588.0,607335.0
2021-03-31 12:40:00,58588.0,58580.0,58579.5,58579.5,323434.0
2021-03-31 12:41:00,58579.5,58593.5,58565.0,58593.5,2289055.0
2021-03-31 12:42:00,58593.5,58593.5,58527.0,58530.5,3041180.0
2021-03-31 12:43:00,58530.5,58530.5,58477.5,58496.5,3317167.0
2021-03-31 12:44:00,58496.5,58497.0,58483.0,58487.5,1541068.0
2021-03-31 12:45:00,58487.5,58606.0,58417.0,58526.0,17722224.0
2021-03-31 12:46:00,58526.0,58565.5,58525.5,58565.0,2193626.0
2021-03-31 12:47:00,58565.0,58565.5,58530.5,58530.5,1439313.0
2021-03-31 12:48:00,58530.5,58565.5,58530.5,58565.5,1958930.0
2021-03-31 12:49:00,58565.5,58717.0,58446.0,58599.0,22431354.0
2021-03-31 12:50:00,58599.0,58604.0,58599.5,58604.0,556435.0
2021-03-31 12:51:00,58604.0,58608.5,58604.0,58608.0,259706.0
2021-03-31 12:52:00,58608.0,58608.0,58579.0,58579.5,1094094.0
2021-03-31 12:53:00,58579.5,58579.5,58565.5,58566.0,526701.0
2021-03-31 12:54:00,58566.0,58565.5,58565.0,58565.0,382154.0
2021-03-31 12:55:00,58565.0,58565.5,58542.0,58563.5,419912.0
2021-03-31 12:56:00,58563.5,58564.0,58530.5,58531.0,942611.0
2021-03-31 12:57:00,58531.0,58531.0,58530.5,58531.0,597203.0
2021-03-31 12:58:00,58531.0,58572.0,58531.0,58571.5,2942603.0
2021-03-31 12:59:00,58571.5,58616.0,58571.5,58616.0,1525927.0
2021-03-31 13:00:00,58616.0,58616.0,58589.5,58589.5,4862381.0
2021-03-31 13:01:00,58589.5,58590.0,58589.5,58589.5,100918.0
2021-03-31 13:02:00,58589.5,58590.0,58589.5,58589.5,244253.0
2021-03-31 13:03:00,58589.5,58589.5,58572.0,58572.5,3362113.0
2021-03-31 13:04:00,58572.5,58572.5,58572.0,58572.5,199966.0
2021-03-31 13:05:00,58572.5,58572.5,58572.0,58572.5,46308.0
2021-03-31 13:06:00,58572.5,58572.5,58572.0,58572.5,1546227.0
2021-03-31 13:07:00,58572.5,58640.5,58572.0,58640.5,3735178.0
2021-03-31 13:08:00,58640.5,58716.5,58640.0,58716.0,2601601.0
2021-03-31 13:09:00,58716.0,58717.0,58716.0,58716.5,551150.0
2021-03-31 13:10:00,58716.5,58737.5,58717.0,58737.0,1389767.0
2021-03-31 13:11:00,58737.0,58737.5,58737.0,58737.5,498183.0
2021-03-31 13:12:00,58737.5,58737.5,58737.0,58737.0,699530.0
2021-03-31 13:13:00,58737.0,58737.5,58737.0,58737.5,146612.0
2021-03-31 13:14:00,58737.5,58750.0,58737.0,58749.5,943784.0
2021-03-31 13:15:00,58749.5,58767.0,58749.5,58749.5,3114534.0
2021-03-31 13:16:00,58749.5,58749.5,58737.0,58737.5,1839068.0
2021-03-31 13:17:00,58737.5,58738.0,58737.5,58737.5,79731.0
2021-03-31 13:18:00,58737.5,58737.5,58737.0,58737.0,1497668.0
